id,output
160,(ORDER (PIZZAORDER (NUMBER an ) (TOPPING sriracha ) (TOPPING sauce ) (TOPPING arugula ) ) )
161,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pepper ) (TOPPING pineapple ) (NOT (TOPPING tuna ) ) ) )
162,(ORDER (PIZZAORDER (NUMBER one ) (STYLE med ) (TOPPING feta ) (TOPPING cheese ) (TOPPING chicken ) ) )
163,(ORDER (PIZZAORDER (NUMBER two ) (STYLE med haaiian ) (TOPPING bacon ) (TOPPING onion ) ) )
164,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING vegan ) (TOPPING pepperoni ) (TOPPING black ) (COMPLEX_TOPPING (QUANTITY additional ) (TOPPING cheese ) ) ) )
165,(ORDER (PIZZAORDER (NUMBER fourteen ) (SIZE medium ) (TOPPING prawn ) (TOPPING pepers ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE coffee ) ) )
166,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING lemon ) (TOPPING and ) (TOPPING cheese ) (NOT (TOPPING bacon ) ) ) )
167,(ORDER )
168,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING sweet ) (TOPPING pepperoni ) (COMPLEX_TOPPING (QUANTITY little ) (TOPPING cheese ) ) ) )
169,(ORDER (PIZZAORDER (NUMBER fifteen ) (STYLE persoal ) (COMPLEX_TOPPING (QUANTITY light ) (TOPPING ham ) ) ) (PIZZAORDER (NUMBER fifteen ) (STYLE persoal ) (TOPPING red ) (TOPPING sauce ) (TOPPING order ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING spicy ) ) ) )
170,(ORDER (PIZZAORDER (NUMBER one ) (STYLE largesize ) (TOPPING hot ) (TOPPING pepper ) (TOPPING pineapple ) (TOPPING pepperoni ) ) )
171,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING red ) (TOPPING parmasean ) (NOT (TOPPING roast red pepper ) ) ) )
172,(ORDER )
173,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING tofu ) (TOPPING hot ) (TOPPING pepper ) (COMPLEX_TOPPING (QUANTITY light on ) (TOPPING the ) ) ) )
174,(ORDER (PIZZAORDER (NUMBER four ) (SIZE small ) (TOPPING cheese ) ) (DRINKORDER (NUMBER four ) (DRINKTYPE pllegrino ) (CONTAINERTYPE can ) ) )
175,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING truffle ) (TOPPING oil ) (TOPPING onion ) ) )
176,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pepperoni ) (COMPLEX_TOPPING (QUANTITY mediumsize ) (TOPPING mushroom ) ) (COMPLEX_TOPPING (QUANTITY a little bit ) (TOPPING cheese ) ) ) )
177,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING ham ) (TOPPING black ) (TOPPING bean ) (NOT (TOPPING onion ) ) ) )
178,(ORDER (PIZZAORDER (NUMBER a ) (STYLE arge ) (TOPPING olive ) (TOPPING chicken ) (TOPPING cheese ) ) )
179,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING low ) (TOPPING fat ) (TOPPING cheese ) (TOPPING black ) (TOPPING bean ) (NOT (TOPPING ham ) ) ) )
180,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING artichoke ) (TOPPING bacon ) (NOT (TOPPING bbq sauce ) ) ) )
181,(ORDER (PIZZAORDER (NUMBER five ) (STYLE of ) (TOPPING onion ) ) (PIZZAORDER (NUMBER one ) (STYLE leek ) (TOPPING pesto ) (TOPPING sauce ) ) )
182,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING mediumsze ) (TOPPING grill ) (TOPPING chicken ) (TOPPING truffle ) (TOPPING oil ) ) )
183,(ORDER (PIZZAORDER (NUMBER a ) (STYLE largesize ) (TOPPING carrot ) (TOPPING ham ) (TOPPING green ) (TOPPING pepper ) (TOPPING heavy ) (TOPPING sauce ) ) )
184,(ORDER (PIZZAORDER (NUMBER ten ) (SIZE large ) (TOPPING leek ) (TOPPING hamburger ) ) )
185,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING ham ) (TOPPING pesto ) (NOT (TOPPING olive ) ) ) )
186,(ORDER (PIZZAORDER (NUMBER one ) (STYLE ant ) ) (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING sauce ) (TOPPING chicken ) ) )
187,(ORDER (PIZZAORDER (NUMBER a ) (STYLE luch ) (TOPPING tomato ) (TOPPING prmasean ) (NOT (TOPPING mushroom ) ) ) )
188,(ORDER )
189,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (TOPPING prosciutto ) (TOPPING beef ) (NOT (TOPPING bacon ) ) ) )
190,(ORDER )
191,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING mint ) (TOPPING pineapple ) (NOT (TOPPING olive ) ) ) )
192,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING med ) (TOPPING salami ) (TOPPING broccoli ) (TOPPING pineapple ) ) )
193,(ORDER (PIZZAORDER (NUMBER one ) (STYLE all the veggie ) ) )
194,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING truffle ) (TOPPING oil ) (TOPPING black ) (TOPPING olive ) (NOT (TOPPING banana pepper ) ) ) )
195,(ORDER (PIZZAORDER (NUMBER twelve ) (STYLE mediusize ) (TOPPING cheese ) (TOPPING mint ) (NOT (TOPPING pesto ) ) ) (DRINKORDER (NUMBER one ) (DRINKTYPE happy ) ) )
196,(ORDER (PIZZAORDER (NUMBER one ) (SIZE extra large ) (TOPPING lettuce ) (TOPPING hot ) (TOPPING pepper ) (NOT (TOPPING black olive ) ) ) )
197,(ORDER (PIZZAORDER (NUMBER nine ) (SIZE medium ) (TOPPING pepperoni ) (TOPPING onion ) (TOPPING and ) (TOPPING sauce ) ) )
198,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING exta ) (TOPPING kimchi ) (TOPPING potato ) ) )
199,(ORDER (PIZZAORDER (NUMBER three ) (SIZE medium ) (TOPPING green ) (TOPPING pepper ) (TOPPING lettuce ) (NOT (TOPPING onion ) ) ) )
200,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pickle ) (TOPPING onion ) (NOT (TOPPING red pepper ) ) (NOT (TOPPING red pepper ) ) ) )
201,(ORDER (PIZZAORDER (NUMBER an ) (SIZE extra ) (TOPPING lrge ) (TOPPING olies ) (TOPPING pineapple ) ) (DRINKORDER (NUMBER a ) (SIZE medium ) (DRINKTYPE pepsi ) ) )
202,(ORDER (PIZZAORDER (NUMBER fifteen ) (SIZE lunch ) (STYLE glutenfree crust meat lover ) ) )
203,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (TOPPING basil ) (TOPPING chicken ) (NOT (TOPPING vegan ) ) ) )
204,(ORDER (PIZZAORDER (NUMBER eleven ) (SIZE extra ) (STYLE arge ) (TOPPING green ) (TOPPING pepper ) (TOPPING olive ) (TOPPING arugula ) ) )
205,(ORDER (PIZZAORDER (NUMBER eleven ) (SIZE lunch ) (TOPPING cherry ) (TOPPING tomato ) (TOPPING banana ) (TOPPING pepper ) ) )
206,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pepperons ) (NOT (TOPPING pesto ) ) (COMPLEX_TOPPING (QUANTITY more ) (TOPPING tofu ) ) ) )
207,(ORDER (PIZZAORDER (NUMBER a ) (SIZE mediumsized ) (TOPPING artichoke ) (TOPPING alfredo ) (TOPPING chicken ) (NOT (TOPPING green pepper ) ) ) )
208,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING truffle ) (TOPPING oil ) (NOT (TOPPING pepperoni ) ) (COMPLEX_TOPPING (QUANTITY mediumsize ) (TOPPING pineapple ) ) ) )
209,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING roast ) (TOPPING red ) (TOPPING pepper ) (NOT (TOPPING bacon ) ) (COMPLEX_TOPPING (QUANTITY lot of ) (TOPPING cheese ) ) ) )
210,(ORDER (PIZZAORDER (NUMBER a ) (STYLE medumsize ) (TOPPING roast ) (TOPPING garlic ) (TOPPING salami ) (NOT (TOPPING combiation ) ) ) )
211,(ORDER (PIZZAORDER (NUMBER a ) (STYLE med ) (NOT (TOPPING cumin ) ) ) )
212,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING zucchini ) (TOPPING pepper ) (NOT (TOPPING tuna ) ) ) )
213,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING bacon ) (TOPPING pineapple ) (COMPLEX_TOPPING (QUANTITY additional ) (TOPPING cheese ) ) ) )
214,(ORDER (PIZZAORDER (NUMBER one ) (SIZE personal ) (TOPPING mushroom ) (TOPPING tuna ) (TOPPING onion ) ) )
215,(ORDER (PIZZAORDER (NUMBER one ) (SIZE mediumsized ) (TOPPING garlic ) (TOPPING powder ) (TOPPING mushroom ) (COMPLEX_TOPPING (QUANTITY additional ) (TOPPING cheese ) ) ) )
216,(ORDER (PIZZAORDER (NUMBER eleven ) (STYLE sall ) (TOPPING lettuce ) (TOPPING roast ) (TOPPING red ) (TOPPING pepper ) ) )
217,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra ) (STYLE lare ) (NOT (TOPPING ham ) ) ) )
218,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING gruyere ) (TOPPING cheese ) (TOPPING pesto ) (TOPPING mushroom ) ) )
219,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING apple ) (TOPPING feta ) (NOT (TOPPING ricotta cheese ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING pine ) ) ) )
220,(ORDER (PIZZAORDER (NUMBER a ) (STYLE margarita ) (TOPPING green ) (TOPPING epper ) (TOPPING chicken ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE punch ) ) )
221,(ORDER (PIZZAORDER (NUMBER a ) (STYLE med ) (TOPPING tomato ) ) (PIZZAORDER (NUMBER a ) (TOPPING drizle ) (TOPPING parmesan ) (NOT (TOPPING mushroom ) ) ) )
222,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pine ) (TOPPING apple ) (TOPPING ricotta ) (TOPPING cheese ) (NOT (TOPPING red ) ) ) )
223,(ORDER (PIZZAORDER (NUMBER fourteen ) (STYLE med everything ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE vegetarian ) ) )
224,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING mint ) (NOT (TOPPING pineapple ) ) ) (DRINKORDER (NUMBER just ) (CONTAINERTYPE order ) ) )
225,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (STYLE combination ) (TOPPING ricotta ) (TOPPING cheese ) (NOT (TOPPING sausage ) ) ) )
226,(ORDER (PIZZAORDER (NUMBER fifteen ) (TOPPING fruit ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE coke ) ) (DRINKORDER (NUMBER five ) (SIZE medium ) (DRINKTYPE fantas ) ) )
227,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING roast ) (TOPPING red ) (TOPPING pepper ) (TOPPING chorizo ) (NOT (TOPPING ham ) ) ) )
228,(ORDER (PIZZAORDER (NUMBER an ) (SIZE medium ) (STYLE thin crust ) (TOPPING pea ) (TOPPING bacon ) (TOPPING cherry ) (TOPPING tomato ) (TOPPING mushroom ) ) (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING juice ) ) (DRINKORDER (NUMBER a ) (SIZE large ) (DRINKTYPE coke ) ) (DRINKORDER (NUMBER a ) (SIZE large ) (DRINKTYPE coke ) ) )
229,(ORDER (PIZZAORDER (NUMBER eleven ) (TOPPING hamburger ) (TOPPING sweet ) (TOPPING corn ) (TOPPING ham ) ) )
230,(ORDER (PIZZAORDER (NUMBER nine ) (SIZE mediumsized ) (TOPPING of ) (TOPPING seed ) (TOPPING ham ) ) )
231,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING yellow ) (TOPPING pepper ) ) (DRINKORDER (NUMBER a ) (SIZE medium ) (DRINKTYPE ice tea ) ) )
232,(ORDER (PIZZAORDER (NUMBER an ) (STYLE mediumsize ) (NOT (STYLE lover ) ) (TOPPING garlic ) (TOPPING powder ) (TOPPING olive ) ) )
233,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING pea ) (TOPPING pickle ) (TOPPING onion ) (COMPLEX_TOPPING (QUANTITY a lot f ) (TOPPING pepper ) ) ) )
234,(ORDER (PIZZAORDER (NUMBER one ) (STYLE want ) ) (PIZZAORDER (NUMBER a ) (TOPPING hawaiian ) (TOPPING spinach ) (TOPPING red ) (TOPPING onion ) ) )
235,(ORDER (PIZZAORDER (NUMBER ten ) (STYLE medim ) (TOPPING sriracha ) (TOPPING sauce ) (TOPPING mushroom ) (COMPLEX_TOPPING (QUANTITY light ) (TOPPING on ) ) ) )
236,(ORDER (PIZZAORDER (NUMBER eight ) (SIZE medium ) (TOPPING garlic ) (TOPPING powder ) (TOPPING green ) (TOPPING olive ) (TOPPING tuna ) ) )
237,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (STYLE thin crust ) (TOPPING red ) (TOPPING pepper ) (TOPPING feta ) ) )
238,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING onion ) (TOPPING olive ) (NOT (TOPPING pesto ) ) ) )
239,(ORDER )
240,(ORDER (PIZZAORDER (NUMBER three ) (TOPPING hummus ) (TOPPING red ) (TOPPING onion ) (TOPPING roast ) (TOPPING red ) (TOPPING pepper ) ) )
241,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING chicken ) (TOPPING sausage ) (NOT (TOPPING pesto ) ) (COMPLEX_TOPPING (QUANTITY little ) (TOPPING grille ) ) ) )
242,(ORDER (PIZZAORDER (NUMBER thirteen ) (TOPPING largesize ) (TOPPING roast ) (TOPPING garlic ) (TOPPING bacon ) ) (DRINKORDER (NUMBER two ) (SIZE large ) (DRINKTYPE water ) ) )
243,(ORDER (PIZZAORDER (NUMBER a ) (STYLE hawaiian ) (TOPPING lunh ) ) )
244,(ORDER (PIZZAORDER (NUMBER five ) (SIZE personal ) (TOPPING lettuce ) (TOPPING tuna ) ) )
245,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING black ) (TOPPING bean ) (NOT (TOPPING onion ) ) ) )
246,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (STYLE stuff crust ) ) )
247,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING smoke ) (TOPPING pepper ) (TOPPING bell ) (TOPPING pepper ) ) )
248,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING pesto ) (TOPPING bacon ) (NOT (TOPPING onion ) ) ) )
249,(ORDER (PIZZAORDER (NUMBER a ) (STYLE lunh ) (TOPPING powder ) (TOPPING bbq ) (TOPPING sauce ) (NOT (TOPPING bacon ) ) (COMPLEX_TOPPING (QUANTITY double ) (TOPPING garlic ) ) ) )
250,(ORDER (PIZZAORDER (NUMBER a ) (STYLE luch ) (TOPPING pea ) (TOPPING poppy ) (NOT (TOPPING roast ) ) ) )
251,(ORDER (PIZZAORDER (NUMBER a ) (STYLE largesize ) (TOPPING lw ) (TOPPING fat ) (TOPPING cheese ) (TOPPING pepper ) (NOT (TOPPING pineapple ) ) ) )
252,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pineapple ) (TOPPING pineapple ) (TOPPING bacon ) ) )
253,(ORDER (PIZZAORDER (NUMBER four ) (STYLE mediumsie ) (TOPPING beef ) (TOPPING onion ) (TOPPING pesto ) ) )
254,(ORDER (PIZZAORDER (NUMBER a ) (STYLE lnch thin crust ) (TOPPING poppy ) (TOPPING seed ) (TOPPING mushroom ) ) )
255,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING vegan ) (TOPPING pepperoni ) (TOPPING roast ) (TOPPING red ) (TOPPING pepper ) (TOPPING olive ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING black ) ) ) )
256,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING medumsized ) (TOPPING pesto ) (TOPPING sauce ) (TOPPING cheese ) (TOPPING pineapple ) ) )
257,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING oil ) (TOPPING pineapple ) ) )
258,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING tomato ) (TOPPING apple ) (TOPPING bacon ) ) )
259,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pineapple ) (TOPPING and ) (NOT (TOPPING pesto ) ) ) )
260,(ORDER (PIZZAORDER (NUMBER one ) (STYLE mdiumsize ) (TOPPING parsley ) (TOPPING and ) (NOT (TOPPING bbq chicken ) ) ) )
261,(ORDER (PIZZAORDER (NUMBER one ) (SIZE extra large ) (TOPPING green ) (TOPPING pepper ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING green ) (TOPPING pepper ) ) )
262,(ORDER )
263,(ORDER (PIZZAORDER (NUMBER ante three ) (TOPPING mushy ) (TOPPING pea ) (TOPPING cumin ) ) )
264,(ORDER (PIZZAORDER (NUMBER a ) (STYLE lunh ) (TOPPING cheddar ) (TOPPING cheese ) (TOPPING spinach ) ) )
265,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING green ) (TOPPING bell ) (TOPPING pepper ) (TOPPING black ) (TOPPING bean ) (NOT (TOPPING tomato ) ) ) )
266,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING bbq ) (TOPPING roast ) (TOPPING red ) (TOPPING pepper ) (TOPPING bbq ) (TOPPING sauce ) (NOT (TOPPING roast red pepper ) ) ) )
267,(ORDER (PIZZAORDER (NUMBER a ) (STYLE mediumsize ) (TOPPING parmasean ) (TOPPING onion ) (COMPLEX_TOPPING (QUANTITY light ) (TOPPING cheese ) ) ) )
268,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING green ) (TOPPING pepper ) (TOPPING feta ) (TOPPING cheese ) (NOT (TOPPING pesto ) ) ) )
269,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING mychoice ) (TOPPING a ) ) (PIZZAORDER (NUMBER fourteen ) (SIZE medium ) (TOPPING pickle ) ) (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING pepperoni ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE dee dish ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE coffee ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE coffee ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE coffee ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE coffee ) ) )
270,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING green ) (TOPPING bell ) (TOPPING pepper ) (TOPPING cheese ) (NOT (TOPPING pineapple ) ) ) )
271,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra ) (STYLE lrge ) (TOPPING jalapeno ) (TOPPING chicken ) ) )
272,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING duck ) (TOPPING roast ) (TOPPING red ) (TOPPING onion ) (NOT (TOPPING tuna ) ) ) )
273,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra ) (STYLE arge ) (TOPPING saute ) (TOPPING spinach ) (TOPPING sauce ) (TOPPING ham ) (TOPPING onion ) (TOPPING black ) (TOPPING olive ) ) (DRINKORDER (NUMBER three ) (SIZE extra ) (DRINKTYPE sparkle ) ) )
274,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (NOT (TOPPING bacon ) ) (COMPLEX_TOPPING (QUANTITY light ) (TOPPING ham ) ) ) )
275,(ORDER )
276,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra ) (STYLE arge ) (TOPPING garlic ) (TOPPING mushroom ) (NOT (TOPPING pepper ) ) ) )
277,(ORDER (PIZZAORDER (NUMBER one ) (SIZE mediumsized ) (TOPPING tofu ) (TOPPING sausage ) (TOPPING mushroom ) (TOPPING green ) (TOPPING pepper ) (TOPPING black ) (TOPPING olive ) (TOPPING onion ) (COMPLEX_TOPPING (QUANTITY more ) (TOPPING cheese ) ) ) )
278,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING tofu ) (TOPPING mushroom ) (NOT (TOPPING jalapeno ) ) ) )
279,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING fontina ) (TOPPING cheese ) (TOPPING red ) (TOPPING onion ) (TOPPING pepperoni ) ) )
280,(ORDER (PIZZAORDER (NUMBER five ) (STYLE stuff crust ) (TOPPING chicken ) (TOPPING pepper ) ) )
281,(ORDER (PIZZAORDER (NUMBER an ) (SIZE large ) (TOPPING lettuce ) (TOPPING canadian ) (TOPPING bacon ) (TOPPING green ) (TOPPING pepper ) (TOPPING onion ) (TOPPING black ) (TOPPING olive ) (COMPLEX_TOPPING (QUANTITY additional ) (TOPPING cheese ) ) (COMPLEX_TOPPING (QUANTITY additional ) (TOPPING lettuce ) ) ) (DRINKORDER (NUMBER four ) (SIZE additional large ) (DRINKTYPE diet coke ) ) )
282,(ORDER (PIZZAORDER (NUMBER one ) (SIZE personal ) (TOPPING oregano ) (TOPPING pea ) (COMPLEX_TOPPING (QUANTITY tiny ) (TOPPING bt ) ) (COMPLEX_TOPPING (QUANTITY of ) (TOPPING cheese ) ) ) )
283,(ORDER (PIZZAORDER (NUMBER fourteen ) (TOPPING tomato ) (TOPPING jalepeno ) (TOPPING pepper ) ) )
284,(ORDER (PIZZAORDER (NUMBER a ) (SIZE mediumsized ) (TOPPING green ) (TOPPING pepper ) (TOPPING pepperoni ) (TOPPING pineapple ) ) )
285,(ORDER (PIZZAORDER (NUMBER one ) (NOT (STYLE deep ) ) (TOPPING mushroom ) (TOPPING pesto ) (NOT (TOPPING dish ) ) ) )
286,(ORDER (PIZZAORDER (NUMBER a ) (SIZE xl ) (TOPPING anchovy ) ) )
287,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (STYLE lamb ) (TOPPING additionl ) (TOPPING cheese ) (NOT (TOPPING mushroom ) ) ) )
288,(ORDER (PIZZAORDER (NUMBER a ) (STYLE largesize ) (TOPPING back ) (TOPPING olive ) (TOPPING pepperoni ) ) (PIZZAORDER (NUMBER a ) (TOPPING lt ) (TOPPING cheese ) ) )
289,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING green ) (TOPPING bell ) (TOPPING pepper ) (TOPPING pineapple ) (TOPPING onion ) ) )
290,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING of ) (TOPPING poppy ) (TOPPING and ) (TOPPING tomato ) (TOPPING pesto ) (TOPPING sauce ) ) )
291,(ORDER (PIZZAORDER (NUMBER a ) (COMPLEX_TOPPING (QUANTITY litle bit ) (TOPPING sausage ) ) ) (PIZZAORDER (NUMBER a ) (COMPLEX_TOPPING (QUANTITY litle bit ) (TOPPING pepperoni ) ) ) )
292,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING tuna ) (TOPPING and ) (TOPPING sauce ) (NOT (TOPPING pepper ) ) ) )
293,(ORDER (PIZZAORDER (NUMBER a ) (SIZE mediumsized ) (TOPPING red ) (TOPPING onion ) (TOPPING and ) (TOPPING pepper ) ) )
294,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING mushroom ) (TOPPING pesto ) (NOT (TOPPING pepperoni ) ) ) )
295,(ORDER (PIZZAORDER (NUMBER a ) (STYLE meiumsized ) (TOPPING sausage ) (TOPPING mushroom ) (TOPPING green ) (TOPPING pepper ) ) )
296,(ORDER (PIZZAORDER (NUMBER a ) (STYLE new york style ) (NOT (TOPPING bbq chicken ) ) (COMPLEX_TOPPING (QUANTITY a little ) (TOPPING meatball ) ) ) )
297,(ORDER (PIZZAORDER (NUMBER a ) (STYLE everthing ) (TOPPING mushroom ) (COMPLEX_TOPPING (QUANTITY a tiny bit of ) (TOPPING ham ) ) ) )
298,(ORDER )
299,(ORDER (PIZZAORDER (NUMBER a ) (STYLE hummus ) (TOPPING roast ) (TOPPING and ) (NOT (TOPPING bbq sauce ) ) ) )
300,(ORDER (PIZZAORDER (NUMBER five ) (SIZE mediumsized ) (TOPPING green ) (TOPPING pepper ) ) (PIZZAORDER (NUMBER one ) (SIZE mediumsized ) (TOPPING olive ) ) )
301,(ORDER (PIZZAORDER (NUMBER a ) (STYLE mediumsize ) (TOPPING red ) (TOPPING cabbage ) (TOPPING lamb ) ) )
302,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING largesize ) (TOPPING green ) (TOPPING olive ) (TOPPING hamburger ) (NOT (TOPPING pineapple ) ) ) )
303,(ORDER (PIZZAORDER (NUMBER a ) (NOT (TOPPING salami ) ) (COMPLEX_TOPPING (QUANTITY sriracha ) (TOPPING sauce ) ) ) )
304,(ORDER (PIZZAORDER (NUMBER one ) (STYLE eght ) (TOPPING cucumber ) (TOPPING bay ) (TOPPING leaf ) (TOPPING pesto ) ) )
305,(ORDER (PIZZAORDER (NUMBER three ) (STYLE mediumsize ) (TOPPING cheeseburger ) (TOPPING pea ) (TOPPING yellow ) (TOPPING pepers ) ) )
306,(ORDER )
307,(ORDER (PIZZAORDER (NUMBER three ) (SIZE extra large ) (TOPPING cherry ) (TOPPING tomato ) ) (DRINKORDER (NUMBER three ) (DRINKTYPE diet coke ) ) )
308,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (TOPPING alfredo ) (TOPPING chicken ) (TOPPING pesto ) (NOT (TOPPING pepperoni ) ) ) )
309,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pesto ) (TOPPING sauce ) (TOPPING roast ) (TOPPING eggplant ) (TOPPING vegan ) (TOPPING pepperoni ) ) )
310,(ORDER (PIZZAORDER (NUMBER fifteen ) (TOPPING jalapeno ) (TOPPING red ) (TOPPING onion ) (NOT (TOPPING chicken ) ) ) )
311,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING green ) (TOPPING olive ) (TOPPING kimchi ) (NOT (TOPPING roast garlic ) ) ) )
312,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE thin crust ) (TOPPING mint ) (TOPPING ham ) ) )
313,(ORDER (PIZZAORDER (NUMBER three ) (TOPPING buffalo ) (TOPPING sauce ) (TOPPING pan ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE diet sprite ) ) )
314,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING red ) (TOPPING pepper ) (TOPPING grind ) (TOPPING beef ) (NOT (TOPPING arugula ) ) ) )
315,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING beef ) (TOPPING olive ) (NOT (TOPPING pineapple ) ) ) )
316,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (STYLE suff crust ) (TOPPING tomatoe ) (TOPPING sauce ) ) )
317,(ORDER (PIZZAORDER (NUMBER one ) (STYLE largesize ) (TOPPING cucumber ) (TOPPING green ) (TOPPING pepper ) ) (PIZZAORDER (NUMBER a ) (TOPPING sausage ) (TOPPING pepperoni ) ) (DRINKORDER (NUMBER two ) (SIZE large ) (DRINKTYPE pineapple soda ) ) (DRINKORDER (NUMBER two ) (SIZE large ) (DRINKTYPE pineapple soda ) ) )
318,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING meatball ) (TOPPING pepperoni ) (NOT (TOPPING jalapeno ) ) ) )
319,(ORDER (PIZZAORDER (NUMBER one ) (STYLE mediumsize ) (TOPPING tomato ) (TOPPING sauce ) (TOPPING cheesebrger ) (NOT (TOPPING pepperoni ) ) ) )
320,(ORDER (PIZZAORDER (NUMBER one ) (SIZE xl ) (TOPPING cheeseburger ) (TOPPING chicken ) (NOT (TOPPING ham ) ) ) )
